run_id,prune_percent,accuracy,label,stream
run4,24.855252189184007,43.53354978354978,pruned,temporal
run5,24.855252189184007,43.23593073593074,pruned,temporal
run4,27.86104210161665,42.96536796536797,pruned,temporal
run5,27.86104210161665,43.12770562770563,pruned,temporal
run4,30.746600417551985,44.426406926406926,pruned,temporal
run5,30.746600417551985,42.91125541125541,pruned,temporal
run4,33.51673640084991,42.586580086580085,pruned,temporal
run5,33.51673640084991,41.99134199134199,pruned,temporal
run4,36.17606694481592,42.99242424242424,pruned,temporal
run5,36.17606694481592,42.72186147186147,pruned,temporal
run5,38.72902426702328,40.31385281385281,pruned,temporal
run4,38.72902426702328,40.422077922077925,pruned,temporal
run4,41.179863296342354,43.0465367965368,pruned,temporal
run5,41.179863296342354,44.615800865800864,pruned,temporal
run4,43.53266876448867,43.01948051948052,pruned,temporal
run5,43.53266876448867,42.42424242424242,pruned,temporal
run4,45.79136201390912,43.91233766233766,pruned,temporal
run5,45.79136201390912,42.39718614718615,pruned,temporal
run4,47.95970753335276,40.422077922077925,pruned,temporal
run5,47.95970753335276,43.3982683982684,pruned,temporal
run4,50.04131923201864,43.3982683982684,pruned,temporal
run5,50.04131923201864,42.66774891774892,pruned,temporal
